ID,Text Sample,Length,Word Count,Average Word Length,Vowel Count,Consonant Count,Unique Words,Stop Words Count,Special Characters,Digit Count,Punctuation Count,Uppercase Count,Lowercase Count,Has Accents,Has Diacritics,Character Diversity,Language Family,Script Type,Language
6259,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Indo-European,Hangul,Chinese
6260,"xin chào, bạn khỏe không?",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,High,Afro-Asiatic,Devanagari,Vietnamese
6261,你你吗好好，？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Afro-Asiatic,Arabic,Chinese
6262,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Sino-Tibetan,Arabic,Japanese
6263,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,High,Sino-Tibetan,Cyrillic,Korean
6264,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Medium,Indo-European,Arabic,Thai
6265,"dtvHeuharenra  j?h dd o,",24,5,4.0,6,12,5,1,2,0,2,1,17,No,No,Medium,Altaic,Latin,Danish
6266,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,High,Indo-European,Logographic,German
6267,"m, eêso álcá toOvoc?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,Medium,Altaic,Arabic,Portuguese
6268,"bonjour, comment ça va ?",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,High,Indo-European,Hangul,French
6269,好你好你，？吗,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Sino-Tibetan,Logographic,Chinese
6270,"hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,High,Altaic,Cyrillic,English
6271,"HEJ, HVORDAN HAR DU DET?",24,5,4.0,6,12,5,0,2,0,2,1,17,No,No,Medium,Indo-European,Devanagari,Danish
6272,"BONJOUR, COMMENT ÇA VA ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,High,Altaic,Latin,French
6273,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Medium,Austroasiatic,Logographic,Hindi
6274,"hola, ¿cómo estás?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,Medium,Austroasiatic,Arabic,Spanish
6275,"BONJOUR, COMMENT ÇA VA ?",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,Medium,Indo-European,Devanagari,French
6276,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Low,Sino-Tibetan,Devanagari,Korean
6277,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Altaic,Arabic,Chinese
6278,"bonjour, comment ça va ?",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,Low,Indo-European,Logographic,French
6279,"xin chào, bạn khỏe không?",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,High,Sino-Tibetan,Logographic,Vietnamese
6280,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Medium,Afro-Asiatic,Logographic,French
6281,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,High,Indo-European,Cyrillic,Vietnamese
6282,"HEJ, HVORDAN HAR DU DET?",24,5,4.0,6,12,5,0,2,0,2,1,17,No,No,High,Sino-Tibetan,Devanagari,Danish
6283,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Indo-European,Hangul,Chinese
6284,"Olá, como você está?",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,Low,Sino-Tibetan,Cyrillic,Portuguese
6285,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Indo-European,Hangul,Chinese
6286,"xin chào, bạn khỏe không?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,Medium,Afro-Asiatic,Devanagari,Vietnamese
6287,ีวเไงน็ณ้รปบอสายาสคดุัง่,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Medium,Indo-European,Cyrillic,Thai
6288,"ásótocle¿saom? ,H ",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,Medium,Afro-Asiatic,Latin,Spanish
6289,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,High,Afro-Asiatic,Cyrillic,Korean
6290,好你好，？吗你,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Austroasiatic,Devanagari,Chinese
6291,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,Low,Sino-Tibetan,Devanagari,Arabic
6292,"हेकमआस,सत् ेप?ै नैं ",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Low,Afro-Asiatic,Arabic,Hindi
6293,ちはんおこ元、にすで気か？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Austroasiatic,Devanagari,Japanese
6294,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Low,Austroasiatic,Logographic,Arabic
6295,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Sino-Tibetan,Logographic,Chinese
6296,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,0,8,0,2,0,0,No,No,Medium,Indo-European,Devanagari,Hindi
6297,"BONJOUR, COMMENT ÇA VA ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,High,Sino-Tibetan,Devanagari,French
6298,ك؟حلكبا ايحرم ف,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,High,Indo-European,Logographic,Arabic
6299,"misCaaoe?o  ,tic",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,Medium,Sino-Tibetan,Latin,Italian
6300,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Medium,Austroasiatic,Devanagari,Russian
6301,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Indo-European,Arabic,Chinese
6302,"hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,Low,Altaic,Latin,English
6303,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,1,8,0,2,0,0,No,No,Low,Sino-Tibetan,Hangul,Hindi
6304,"떻세 요안게녕 내,요어?하지세",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Medium,Sino-Tibetan,Hangul,Korean
6305,"rtos  ee ,lielaH dwg?hi",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,Medium,Afro-Asiatic,Hangul,German
6306,こすち気で？んか、にお元は,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Altaic,Hangul,Japanese
6307,"bonjour, comment ça va ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,Medium,Afro-Asiatic,Hangul,French
6308,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Medium,Austroasiatic,Arabic,Hindi
6309,"hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,Medium,Sino-Tibetan,Hangul,German
6310,"Olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Medium,Afro-Asiatic,Cyrillic,Portuguese
6311,"Hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,Medium,Austroasiatic,Arabic,English
6312,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,High,Altaic,Arabic,Arabic
6313,"Olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Low,Sino-Tibetan,Arabic,Portuguese
6314,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Low,Austroasiatic,Logographic,Hindi
6315,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,High,Sino-Tibetan,Latin,Arabic
6316," hke?nbohỏnnkạhcX  ,àôgi ",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,Medium,Indo-European,Cyrillic,Vietnamese
6317,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Afro-Asiatic,Latin,Chinese
6318,"요세세지어떻,하내? 안 녕게요",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,High,Indo-European,Logographic,Korean
6319,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Low,Sino-Tibetan,Cyrillic,Korean
6320,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Altaic,Latin,Japanese
6321,"Hello, how are you?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,Low,Austroasiatic,Hangul,English
6322,"XIN CHÀO, BẠN KHỎE KHÔNG?",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,Low,Altaic,Hangul,Vietnamese
6323,"olá, como você está?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,Medium,Altaic,Latin,Portuguese
6324,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,Medium,Indo-European,Devanagari,Arabic
6325,"olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Low,Austroasiatic,Latin,Portuguese
6326,"Привет, как дела?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Low,Altaic,Cyrillic,Russian
6327,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,1,8,0,2,0,0,No,No,Low,Austroasiatic,Latin,Hindi
6328,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Low,Sino-Tibetan,Devanagari,Thai
6329,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Indo-European,Logographic,Japanese
6330,"HOLA, ¿CÓMO ESTÁS?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,High,Austroasiatic,Cyrillic,Spanish
6331,"Hej, hvordan har du det?",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,Low,Austroasiatic,Hangul,Danish
6332,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Low,Indo-European,Hangul,Thai
6333,"내어,녕요?지세  안하떻게세요",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Medium,Afro-Asiatic,Arabic,Korean
6334,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,0,8,0,2,0,0,No,No,High,Altaic,Arabic,Hindi
6335,"og, ihncnàôỏ nkXb hehạ ?k",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,Medium,Altaic,Devanagari,Vietnamese
6336,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,1,8,0,2,0,0,No,No,High,Afro-Asiatic,Latin,Hindi
6337,"к  теквде,?иааПрл",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Medium,Austroasiatic,Cyrillic,Russian
6338,"OLÁ, COMO VOCÊ ESTÁ?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,Low,Austroasiatic,Devanagari,Portuguese
6339,"s coêO?áo l mcoáetv,",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,High,Austroasiatic,Hangul,Portuguese
6340,"Привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Medium,Indo-European,Latin,Russian
6341,"어요게 내요세하?안세 ,녕지떻",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,High,Sino-Tibetan,Hangul,Korean
6342,",ywao?ell oo eH uhr",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,High,Indo-European,Latin,English
6343,สปอ่ัไนบคุ้งเาสรณีงว็ายด,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Medium,Indo-European,Hangul,Thai
6344,"Hej, hvordan har du det?",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,High,Altaic,Logographic,Danish
6345,"re oc  u,nBjo? vamaçnmot",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,High,Indo-European,Cyrillic,French
6346,"olá, como você está?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,Low,Altaic,Logographic,Portuguese
6347,"BONJOUR, COMMENT ÇA VA ?",24,5,4.0,7,11,5,0,2,0,2,1,17,No,Yes,Low,Sino-Tibetan,Hangul,French
6348,"HELLO, HOW ARE YOU?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,Low,Indo-European,Devanagari,English
6349,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Sino-Tibetan,Latin,Japanese
6350,你好，吗？好你,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Austroasiatic,Cyrillic,Chinese
6351,"hola, ¿cómo estás?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,Medium,Sino-Tibetan,Hangul,Spanish
6352,"Ciao, come stai?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,High,Indo-European,Devanagari,Italian
6353,"BONJOUR, COMMENT ÇA VA ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Low,Altaic,Devanagari,French
6354,"cn?oo a u ovmtmja,eçB nr",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Low,Altaic,Logographic,French
6355,"xin chào, bạn khỏe không?",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,High,Sino-Tibetan,Devanagari,Vietnamese
6356,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Afro-Asiatic,Latin,Chinese
6357,"Hola, ¿cómo estás?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,Medium,Austroasiatic,Devanagari,Spanish
6358,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Low,Altaic,Cyrillic,Thai
6359,"ccosoo ál etá Oêm,v?",20,4,4.25,5,10,4,2,2,0,2,1,14,Yes,No,Low,Afro-Asiatic,Latin,Portuguese
6360,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Indo-European,Latin,Japanese
6361,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Altaic,Devanagari,Chinese
6362,"? 세세지 안내하요요어게,떻녕",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,High,Afro-Asiatic,Cyrillic,Korean
6363,"하요게지 떻안내, 세녕세어요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Medium,Afro-Asiatic,Arabic,Korean
6364,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Sino-Tibetan,Logographic,Japanese
6365,"xin chào, bạn khỏe không?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,High,Austroasiatic,Arabic,Vietnamese
6366,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Afro-Asiatic,Devanagari,Japanese
6367,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Medium,Austroasiatic,Devanagari,Thai
6368,مرحبا كيف حالك؟,15,3,4.33,0,12,3,1,1,0,0,0,0,No,No,Low,Altaic,Arabic,Arabic
6369,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,High,Indo-European,Logographic,Hindi
6370,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Low,Austroasiatic,Arabic,Korean
6371,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Medium,Austroasiatic,Cyrillic,Thai
6372,"olá, como você está?",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,Low,Afro-Asiatic,Devanagari,Portuguese
6373,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,High,Indo-European,Devanagari,German
6374,"olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Medium,Sino-Tibetan,Arabic,Portuguese
6375,"CIAO, COME STAI?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,High,Sino-Tibetan,Arabic,Italian
6376,"hola, ¿cómo estás?",18,3,5.33,4,9,3,0,3,0,2,1,12,Yes,No,High,Indo-European,Arabic,Spanish
6377,"OLÁ, COMO VOCÊ ESTÁ?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Medium,Indo-European,Logographic,Portuguese
6378,"ПРИВЕТ, КАК ДЕЛА?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Low,Afro-Asiatic,Hangul,Russian
6379,"Ciao, come stai?",16,3,4.67,7,5,3,1,2,0,2,1,11,No,No,High,Sino-Tibetan,Arabic,Italian
6380,"Hello, how are you?",19,4,4.0,7,7,4,1,2,0,2,1,13,No,No,Medium,Sino-Tibetan,Hangul,English
6381,",प?नैैकआ म े ंहससेत्",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Low,Austroasiatic,Arabic,Hindi
6382,"привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Medium,Altaic,Cyrillic,Russian
6383,"안녕하세요, 어떻게 지내세요?",16,3,4.67,0,12,3,1,2,0,2,0,0,No,No,Medium,Indo-European,Hangul,Korean
6384,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Medium,Afro-Asiatic,Latin,French
6385,"OLÁ, COMO VOCÊ ESTÁ?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Low,Indo-European,Cyrillic,Portuguese
6386,にお気ちすんはかで元こ？、,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Indo-European,Cyrillic,Japanese
6387,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Afro-Asiatic,Hangul,Chinese
6388,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Medium,Indo-European,Devanagari,Arabic
6389,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Afro-Asiatic,Logographic,Chinese
6390,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Austroasiatic,Latin,Japanese
6391,"HOLA, ¿CÓMO ESTÁS?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,High,Altaic,Latin,Spanish
6392,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Austroasiatic,Hangul,Chinese
6393,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,High,Altaic,Hangul,Hindi
6394,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Indo-European,Cyrillic,Chinese
6395,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Austroasiatic,Cyrillic,Chinese
6396,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Medium,Afro-Asiatic,Latin,Japanese
6397,"hàonni côh,hkgnỏkạ  bX?e ",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,Low,Sino-Tibetan,Cyrillic,Vietnamese
6398,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Low,Indo-European,Arabic,Chinese
6399,"XIN CHÀO, BẠN KHỎE KHÔNG?",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,Low,Sino-Tibetan,Cyrillic,Vietnamese
6400,"ПРИВЕТ, КАК ДЕЛА?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Medium,Sino-Tibetan,Latin,Russian
6401,"Olá, como você está?",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,Medium,Austroasiatic,Hangul,Portuguese
6402,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,Low,Altaic,Arabic,Japanese
6403,"  ह्समैतन?संैे,े पकआ",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Low,Sino-Tibetan,Cyrillic,Hindi
6404,"привет, как дела?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,High,Altaic,Cyrillic,Russian
6405,"HOLA, ¿CÓMO ESTÁS?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,High,Altaic,Logographic,Spanish
6406,"Привет, как дела?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Medium,Altaic,Arabic,Russian
6407,"bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,High,Afro-Asiatic,Logographic,French
6408,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,High,Sino-Tibetan,Latin,Chinese
6409," 안, 떻게세녕내어요?하지세요",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Low,Sino-Tibetan,Cyrillic,Korean
6410,"hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,High,Sino-Tibetan,Logographic,German
6411,"ПРИВЕТ, КАК ДЕЛА?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Medium,Afro-Asiatic,Hangul,Russian
6412,"hej, hvordan har du det?",24,5,4.0,6,12,5,1,2,0,2,1,17,No,No,Low,Afro-Asiatic,Cyrillic,Danish
6413,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,High,Austroasiatic,Latin,Thai
6414,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,Low,Indo-European,Latin,German
6415,"eohyloruow a?H ,le ",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,Medium,Indo-European,Cyrillic,English
6416,"Bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,Medium,Altaic,Logographic,French
6417,"XIN CHÀO, BẠN KHỎE KHÔNG?",25,5,4.2,3,16,5,2,2,0,2,1,18,Yes,No,Medium,Altaic,Cyrillic,Vietnamese
6418,สเง่รณงปดน้วสีาาุัไคบ็ยอ,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Low,Austroasiatic,Cyrillic,Thai
6419,"n vohHurdd he a ate?dj,r",24,5,4.0,6,12,5,0,2,0,2,1,17,No,No,High,Afro-Asiatic,Hangul,Danish
6420,"  ? eolweyhoHuao,lr",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,High,Indo-European,Hangul,English
6421,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Medium,Indo-European,Latin,Hindi
6422,"?h ruoelaoH w e,oyl",19,4,4.0,7,7,4,2,2,0,2,1,13,No,No,High,Indo-European,Logographic,English
6423,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Afro-Asiatic,Hangul,Japanese
6424,"bonjour, comment ça va ?",24,5,4.0,7,11,5,2,2,0,2,1,17,No,Yes,High,Austroasiatic,Devanagari,French
6425,"gb ?à,Xn h hnniockạhke ôỏ",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,Medium,Sino-Tibetan,Cyrillic,Vietnamese
6426,"OLÁ, COMO VOCÊ ESTÁ?",20,4,4.25,5,10,4,0,2,0,2,1,14,Yes,No,Low,Afro-Asiatic,Latin,Portuguese
6427,"Ciao, come stai?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,High,Sino-Tibetan,Arabic,Italian
6428,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,Low,Altaic,Arabic,Thai
6429,"xin chào, bạn khỏe không?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,Medium,Indo-European,Latin,Vietnamese
6430,"привет, как дела?",17,3,5.0,0,13,3,1,2,0,2,1,12,No,No,Low,Austroasiatic,Logographic,Russian
6431,สวัสดีคุณเป็นอย่างไรบ้าง,24,1,24.0,0,18,1,0,6,0,0,0,0,No,No,High,Afro-Asiatic,Logographic,Thai
6432,こんにちは、お元気ですか？,13,1,13.0,0,11,1,0,2,0,0,0,0,No,No,High,Afro-Asiatic,Devanagari,Japanese
6433,"HEJ, HVORDAN HAR DU DET?",24,5,4.0,6,12,5,2,2,0,2,1,17,No,No,Low,Sino-Tibetan,Latin,Danish
6434,"hallo, wie geht es dir?",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,Low,Austroasiatic,Logographic,German
6435,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Austroasiatic,Devanagari,Chinese
6436,"XIN CHÀO, BẠN KHỎE KHÔNG?",25,5,4.2,3,16,5,0,2,0,2,1,18,Yes,No,High,Indo-European,Latin,Vietnamese
6437,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,High,Indo-European,Cyrillic,Arabic
6438,"HALLO, WIE GEHT ES DIR?",23,5,3.8,7,10,5,0,2,0,2,1,16,No,No,Low,Austroasiatic,Hangul,German
6439,"hello, how are you?",19,4,4.0,7,7,4,2,2,0,2,1,13,No,No,Medium,Altaic,Hangul,English
6440,"hello, how are you?",19,4,4.0,7,7,4,0,2,0,2,1,13,No,No,Low,Afro-Asiatic,Latin,English
6441,"OLÁ, COMO VOCÊ ESTÁ?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Low,Sino-Tibetan,Hangul,Portuguese
6442,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Low,Indo-European,Arabic,Arabic
6443,你好，你好吗？,7,1,7.0,0,5,1,0,2,0,0,0,0,No,No,Medium,Austroasiatic,Latin,Chinese
6444,"аек аеик,рдтвл П?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Low,Sino-Tibetan,Cyrillic,Russian
6445,"bonjour, comment ça va ?",24,5,4.0,7,11,5,1,2,0,2,1,17,No,Yes,Low,Indo-European,Arabic,French
6446,"Olá, como você está?",20,4,4.25,5,10,4,1,2,0,2,1,14,Yes,No,Low,Indo-European,Devanagari,Portuguese
6447,"세내지세안 떻요녕게?하, 어요",16,3,4.67,0,12,3,0,2,0,2,0,0,No,No,Medium,Altaic,Hangul,Korean
6448,"ПРИВЕТ, КАК ДЕЛА?",17,3,5.0,0,13,3,0,2,0,2,1,12,No,No,Medium,Altaic,Arabic,Russian
6449,"नमस्ते, आप कैसे हैं?",20,4,4.25,0,9,4,2,8,0,2,0,0,No,No,Medium,Indo-European,Devanagari,Hindi
6450,"xin chào, bạn khỏe không?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,High,Afro-Asiatic,Cyrillic,Vietnamese
6451,"ciao, come stai?",16,3,4.67,7,5,3,0,2,0,2,1,11,No,No,Low,Austroasiatic,Latin,Italian
6452,"hola, ¿cómo estás?",18,3,5.33,4,9,3,1,3,0,2,1,12,Yes,No,Low,Afro-Asiatic,Arabic,Spanish
6453,مرحبا كيف حالك؟,15,3,4.33,0,12,3,0,1,0,0,0,0,No,No,Medium,Afro-Asiatic,Latin,Arabic
6454,"Xin chào, bạn khỏe không?",25,5,4.2,3,16,5,1,2,0,2,1,18,Yes,No,Medium,Sino-Tibetan,Latin,Vietnamese
6455,"Hallo, wie geht es dir?",23,5,3.8,7,10,5,1,2,0,2,1,16,No,No,Low,Afro-Asiatic,Logographic,German
